id,nameVi,nameEn,categoryName,categoryNameEn,kcal,protein,fat,carb,vitaminC,vitaminA,calcium,iron,potassium,sodium,zinc,magnesium,fiber,cholesterol,mufaPufa,transfat,betaCaroten
690c3ec70ec1a7e8e10041b2,Bún riêu,Crab noodle soup,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",334.5,9.7,8.1,55.8,,79.5,96.4,2.3,,819.0,0.7,39.3,,4.9,,,
6909a6090a17e65c250398c2,Xôi chè,Sticky rice with sweet soup,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",404.6,11.0,5.4,78.0,1.8,1.3,61.8,3.4,,56.1,1.2,73.7,,0.0,,,15.3
6909a54ef58a05cedf0d3723,Xôi pate thịt,Sticky rice with pâté and meat,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",849.8,32.3,21.2,132.6,30.0,864.4,105.1,5.6,,1160.5,6.1,93.8,,85.2,,,673.1
6909a47db99e1f499d0cc055,Xôi pate,Sticky rice with pate,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",771.6,22.2,17.0,132.5,4.6,489.7,66.7,4.5,,929.8,3.7,94.0,,70.0,,,53.8
6909a393914a982c300581a4,Cơm suất 45k,45.000 VNĐ Set meal,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",922.7,45.4,24.5,130.2,,814.2,290.9,7.1,9567.1,1612.3,6.4,117.2,,107.7,51.7,,
6909a30bb191b6215e0e3492,Cơm suất 45k,45.000 VNĐ Set meal,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",1071.8,53.1,28.4,150.9,31.0,167.6,148.1,7.3,,2339.0,6.3,124.0,,122.4,,,1857.6
6909a1e0968b7357490e9de2,Cơm suất 45k,45.000 VNĐ Set meal,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",978.7,42.5,28.9,137.3,26.8,169.7,477.0,4.8,,1363.2,5.1,87.3,,53.9,,,1887.8
6909a13b75151fd5e4066712,Cơm suất 45k,45.000 VNĐ Set meal,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",952.5,60.7,31.0,107.7,44.7,594.9,311.0,7.0,,3276.3,7.3,88.0,,305.4,,,5276.6
6909825d914a982c300581a3,Cơm suất 45k,45.000 VNĐ Set meal,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",934.6,50.6,33.7,107.4,,613.7,288.9,8.2,4795.0,3450.1,7.0,105.2,,520.8,35.8,,
690980ee086ff7fba5052783,Cơm suất 45k,45.000 VNĐ Set meal,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",967.1,35.1,19.7,162.4,41.9,127.3,150.2,7.8,,472.8,5.9,99.2,,37.5,,,1268.1
69097f6f3954f509160bb642,Cơm suất 40k,40.000 VNĐ Set meal,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",833.4,35.2,21.7,124.3,12.5,187.5,129.8,4.8,,1047.8,5.2,57.7,,56.7,,,2049.4
69097afafdc682e9d70a1882,Cơm suất 40k,40.000 VNĐ Set meal,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",704.8,25.2,10.8,126.7,42.1,189.0,158.0,4.6,,1045.4,4.3,52.4,,19.4,,,2127.6
690976f9086ff7fba5052782,Cơm suất 40k,40.000 VNĐ Set meal,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",841.7,43.0,18.6,125.7,13.4,244.8,139.1,6.1,,1040.5,6.2,93.6,,76.0,,,2121.4
6909712012ae95b9d4020f83,Cơm suất 40k,40.000 VNĐ Set meal,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",727.4,40.2,29.0,76.4,34.7,650.6,247.0,6.3,,3390.1,7.6,124.6,,199.8,,,6919.7
69096dbfa468fcdecd0de7f2,"Cơm suất (thịt gà, lợn, trứng)","Set meal (chicken, pork belly, and egg)","Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",893.5,48.4,17.4,135.8,37.2,245.0,171.6,7.0,,738.5,6.6,73.4,,93.0,,,1517.7
690967b093128254b20b56b2,Cơm suất 35k,35.000 VNĐ Set meal,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",888.4,39.8,26.2,123.4,31.8,197.3,177.5,5.7,,857.8,4.6,75.8,,60.8,,,2099.0
6909635ca7e82022900d2f62,"Cơm suất (tôm, ốc, thịt gà)","Set meal (shrimp, snail, and chicken)","Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",970.3,64.9,21.8,128.6,19.1,312.9,362.4,7.2,,946.0,5.8,111.4,,274.9,,,1774.4
6904741255955b7f120af7b6,Cơm suất 35k,35.000 VNĐ Set meal,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",713.0,40.0,21.4,90.1,,450.5,295.9,7.4,5041.6,3165.5,7.5,112.8,,143.0,32.3,,
690467a9cfa046ff7b0b94a2,Cơm suất 35k,35.000 VNĐ Set meal,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",597.4,31.8,31.8,31.8,31.8,31.8,220.6,6.0,,3033.4,3.9,69.9,,332.8,,,31.8
6904622a86c15418dd0d5e07,"Cơm suất (móng giò, giả cầy)",Pork trotters with fake dog meat sauce,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",661.5,20.0,5.8,132.3,23.9,7.2,107.3,3.5,,496.8,4.0,50.0,,13.1,,,84.2
69045ce0a942df748e0b75b5,Cơm suất (ba chỉ kho),Set meal (braised pork belly),"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",849.3,34.2,25.8,120.2,13.0,322.9,410.2,7.5,,762.8,4.5,43.9,,89.6,,,3747.8
6904585bd96ee1f60a013953,Cơm suất 30k,30.000 VNĐ Set meal,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",813.3,32.1,20.8,124.4,19.1,259.1,126.6,5.3,,858.2,4.8,72.9,,101.4,,,2086.7
69044108a73608b95f0c2d93,Cơm suất (ba chỉ rang),Pork belly with rice,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",877.1,36.1,22.3,133.0,182.2,169.2,631.9,17.4,,915.9,4.7,71.2,,75.9,,,1923.5
69043ff355955b7f120af7b4,"Cơm suất (sườn, đậu, chả lá lốt)","Rice with grilled pork chop, egg roll, and fried egg","Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",664.6,33.3,20.6,86.6,64.2,284.1,317.6,5.9,,3098.0,6.0,76.0,,85.9,,,6565.5
69043589b730dc882a02221c,Bún ốc,Snail noodle soup,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",878.8,72.9,22.8,95.4,43.2,47.1,165.2,3.7,,1994.7,7.0,37.9,,34.9,,,
6904351786c15418dd0d5e05,Bún ngan Thanh Hà,Thanh Ha duck noodle soup,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",707.0,28.1,30.1,81.1,,62.0,156.8,5.5,705.1,773.3,2.6,33.4,,4.7,32.4,,
690434c2b730dc882a02221b,Bún ngan,Duck noodle soup,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",688.6,28.8,31.3,72.8,50.1,102.4,138.2,9.4,,136.6,2.7,20.9,,,,,1163.2
6904344a5d90994ef80d483c,Bún đậu mắm tôm,Vermicelli with fried tofu and shrimp paste,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",980.6,40.1,47.5,98.1,,99.0,508.5,11.4,,158.9,3.7,142.6,,37.5,,,1029.9
690433e6a942df748e0b75b4,Bún cá,Fish noodle soup,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",370.5,29.5,9.2,42.5,,125.2,205.4,2.5,,726.0,0.7,23.9,,4.4,,,1427.2
690432f8d96ee1f60a013950,Nộm bò khô,Dried beef salad,Các món khác,Other food dishes,397.6,30.4,19.4,25.1,67.8,148.8,103.3,6.2,,2522.9,3.0,122.4,,133.3,,,1143.4
690432484991be78640a6177,Nộm bò khô,Dried beef salad,Các món khác,Other food dishes,349.0,30.3,18.9,13.6,,67.2,120.5,4.7,,32.7,1.4,131.4,,17.6,,,797.7
690431e04991be78640a6176,Nem nướng (5 cái),Grilled pork rolls (5 pieces),Các món khác,Other food dishes,162.0,25.0,4.3,5.8,4.5,5.4,44.8,1.9,,228.1,5.1,22.0,,40.5,,,
6904317f303ae5fb8f02b999,Khoai tây chiên,French fries,Các món khác,Other food dishes,216.1,2.7,9.4,30.1,13.7,0.6,13.7,1.6,,9.6,0.4,43.8,,,,,6.9
69043125b730dc882a02221a,Đùi gà rán,Fried chicken thigh,Các món khác,Other food dishes,287.2,14.9,21.9,7.6,,12.8,17.9,0.8,,93.4,1.4,10.3,,,,,57.3
6904308a303ae5fb8f02b997,Cốm Huy Linh,Huy Linh young green rice,Các món khác,Other food dishes,1496.0,30.5,4.0,334.5,,,120.0,5.0,,,,,,,,,
69043040303ae5fb8f02b995,Chân gà nướng muối,Grilled chicken feet with salt,Các món khác,Other food dishes,162.2,6.4,9.7,12.4,20.5,34.2,71.7,3.1,,174.3,0.8,48.3,,,,,394.5
69042f5ca942df748e0b75b3,Chân gà nướng mắm (5 cái),Grilled chicken feet with fish sauce (5 pieces),Các món khác,Other food dishes,175.5,9.9,8.6,14.6,,36.1,80.1,3.5,395.9,1561.9,0.9,54.8,,,22.2,,
69042ee942780f091409d716,Chân gà nướng (5 cái),Grilled chicken feet (5 pieces),Các món khác,Other food dishes,162.0,12.4,8.0,10.1,,103.5,176.4,5.4,,490.1,0.5,11.7,,,,,1199.8
69042e95d96ee1f60a01394e,Chân gà nướng,Grilled chicken feet,Các món khác,Other food dishes,128.2,7.0,8.9,5.1,26.8,78.7,43.7,1.4,,560.6,0.6,27.8,,,,,912.9
69042e4442780f091409d714,Chả cá thăng long chảo,Pan-fried Thang Long fish,Các món khác,Other food dishes,782.0,54.0,17.1,103.0,,346.0,657.4,4.0,,2054.3,1.4,332.5,,,,,
69042dde42780f091409d713,Cánh gà nướng,Grilled chicken wings,Các món khác,Other food dishes,739.0,64.1,51.2,5.5,31.0,111.4,138.4,6.5,,554.6,5.0,28.5,,,,,916.2
69042d8442780f091409d712,Kem trứng,Egg ice cream,"Chè, caramen, kem","Sweet soup, caramel pudding, ice cream",218.9,8.9,16.0,9.9,,465.7,77.1,4.8,,53.9,2.5,56.6,,960.0,,,42.2
69042d3911d17f104a03ee9a,Kem sữa dừa,Coconut milk ice cream,"Chè, caramen, kem","Sweet soup, caramel pudding, ice cream",139.2,2.2,5.9,19.3,,67.2,84.0,0.2,,42.0,0.2,9.8,,,,,
69042cf602b97b842a093bf8,Kem khoai môn,Taro ice cream,"Chè, caramen, kem","Sweet soup, caramel pudding, ice cream",141.2,2.3,6.0,19.6,,68.2,85.2,0.2,,42.6,0.2,9.9,,,,,
69042cb33a4ee0161f0e7265,Kem socola,Chocolate ice cream,"Chè, caramen, kem","Sweet soup, caramel pudding, ice cream",134.9,2.2,6.0,18.1,,68.8,75.8,0.3,3.8,42.2,0.3,12.1,,,,,
69042c5f4991be78640a6172,Kem sầu riêng,Durian ice cream,"Chè, caramen, kem","Sweet soup, caramel pudding, ice cream",137.2,2.2,5.8,19.0,,66.2,82.8,0.1,,41.4,0.2,9.7,,,,,
69042c1b3a4ee0161f0e7264,Kem ốc quế vani,Vanilla cone ice cream,"Chè, caramen, kem","Sweet soup, caramel pudding, ice cream",180.0,3.1,6.6,27.1,,61.9,78.7,0.4,,37.2,0.2,8.7,,,,,9.8
69042bc3d96ee1f60a01394b,Kem ốc quế cacao,Cocoa cone ice cream,"Chè, caramen, kem","Sweet soup, caramel pudding, ice cream",195.2,3.4,8.1,27.2,,80.5,70.8,0.8,,46.4,0.4,17.7,,,,,
69042b6abd95a98bc30d5f06,Kem đậu xanh,Mung bean ice cream,"Chè, caramen, kem","Sweet soup, caramel pudding, ice cream",139.2,2.2,5.9,19.3,,67.2,84.0,0.2,,42.0,0.2,9.8,,,,,
69042b24303ae5fb8f02b994,Kem cốm,Young green rice ice cream,"Chè, caramen, kem","Sweet soup, caramel pudding, ice cream",139.2,2.2,5.9,19.3,,67.2,84.0,0.2,,42.0,0.2,9.8,,,,,
690429b13a4ee0161f0e7263,Kem cacao,Cocoa ice cream,"Chè, caramen, kem","Sweet soup, caramel pudding, ice cream",161.2,2.7,7.8,20.0,77.4,90.9,0.7,0.4,,,54.0,,,20.6,,,
6904293d160253544209c5b4,Tào phớ truyền thống,Traditional tofu pudding,"Chè, caramen, kem","Sweet soup, caramel pudding, ice cream",83.8,4.3,0.4,15.8,,,171.6,0.6,,61.5,,70.9,,,,,
6904290f11d17f104a03ee98,Cơm suất 30k,30.000 VNĐ Set meal,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",798.2,40.8,11.4,133.0,34.8,210.0,123.8,4.5,,686.0,5.2,64.8,,45.3,,,1115.7
690428ccb730dc882a022219,Hoa quả dầm,Mixed fruit bowl,"Chè, caramen, kem","Sweet soup, caramel pudding, ice cream",297.2,6.2,6.1,54.3,101.8,198.1,234.0,3.1,,83.5,1.2,53.5,,14.6,,,
69042700303ae5fb8f02b993,Chè xoài,Mango sweet soup,"Chè, caramen, kem","Sweet soup, caramel pudding, ice cream",151.9,3.1,2.3,29.7,25.8,49.2,109.4,0.8,,34.8,0.9,41.7,,7.8,,,
6904269c11d17f104a03ee97,Chè thập cẩm,Mixed sweet soup,"Chè, caramen, kem","Sweet soup, caramel pudding, ice cream",442.0,13.3,6.2,83.3,,1.1,144.5,7.9,,19.1,1.9,151.4,,0.6,,,
6904263610958c2b9e07df7b,Chè khúc bạch,Almond milk jelly dessert,"Chè, caramen, kem","Sweet soup, caramel pudding, ice cream",284.5,8.2,13.9,31.6,21.3,51.8,187.6,1.0,,389.1,1.1,70.8,,42.0,,,22.0
690425af10958c2b9e07df79,Caramen,Caramen,"Chè, caramen, kem","Sweet soup, caramel pudding, ice cream",77.4,3.7,2.9,9.1,,,59.0,0.7,,,0.3,,,,,,
6904256fb730dc882a022217,Caramen,Caramen,"Chè, caramen, kem","Sweet soup, caramel pudding, ice cream",74.1,3.5,2.8,8.7,,,56.6,0.6,,,0.3,,,,,,
690424f85d90994ef80d4839,Caramen hoa quả,Fruit caramel pudding,"Chè, caramen, kem","Sweet soup, caramel pudding, ice cream",136.7,5.9,4.2,18.8,6.1,14.2,91.4,1.7,,2.3,0.6,7.1,,,,,
6904240c303ae5fb8f02b992,Burger Cheesy,Burger Cheesy,Các loại bánh,Cakes,832.6,50.2,46.4,53.5,,102.3,376.8,9.8,,965.5,5.6,90.1,,122.0,,,421.5
690423b4b730dc882a022216,Burger BBQ,Burger BBQ,"Burger, pizza","Burger, pizza",754.8,55.1,35.4,53.9,22.4,111.4,379.4,10.6,,1152.6,6.1,94.7,,135.6,,,524.0
690423a75d90994ef80d4838,"Cơm suất (cá, trứng, thịt)","Set meal (scad fish, egg and pork belly)","Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",799.7,41.7,36.7,75.7,43.9,494.7,295.2,7.3,,3615.7,5.6,130.5,,65.1,,,5253.8
690423285d90994ef80d4837,Bánh bột lọc,Tapioca dumplings,Các loại bánh,Cakes,681.0,14.5,32.8,82.0,,142.3,102.6,3.9,,1429.3,0.3,42.0,,24.6,,,1655.4
690422ffd96ee1f60a013945,Cơm rang thập cẩm,Fried rice with meat and vegetables,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",1068.1,59.2,56.5,80.6,4.4,109.7,193.9,9.4,,1823.6,3.4,55.3,,60.8,,,612.2
6904227011d17f104a03ee94,Bánh bột lọc,Tapioca dumplings,Các loại bánh,Cakes,449.3,10.3,19.4,58.4,46.6,208.8,112.0,2.8,,1116.7,0.6,48.7,,16.1,,,2157.7
690421ecbd95a98bc30d5f04,Bánh trôi tàu,Black sesame glutinous rice balls in ginger syrup,Các loại bánh,Cakes,255.9,5.3,6.0,45.2,,0.2,75.9,1.7,,5.1,0.9,40.4,,0.6,,,
690420d65d90994ef80d4836,Bánh trôi,Floating rice balls,Các loại bánh,Cakes,355.3,7.0,9.3,60.9,,0.3,93.4,3.7,,6.5,1.4,60.0,,0.6,,,3.0
6904200bd96ee1f60a013942,Bánh tôm (5 cái),Shrimp fritters (5 pieces),Các loại bánh,Cakes,587.5,21.6,18.2,84.3,,100.7,148.9,3.9,,2590.6,3.1,252.1,,71.1,,,1007.3
69041faf10958c2b9e07df77,Bánh tôm,Shrimp fritters,Các loại bánh,Cakes,558.0,20.4,19.6,75.0,,79.8,82.8,1.6,,36.6,0.9,76.2,,77.0,,,
69041f4610958c2b9e07df75,Bánh tôm,Shrimp fritters,Các loại bánh,Cakes,553.1,20.2,18.4,76.8,,144.1,140.6,3.8,,1049.6,3.2,225.9,,71.5,,,1439.5
69041ebabd95a98bc30d5f03,Bánh cuốn nhân thịt,Steamed rice rolls with minced pork filling,Các loại bánh,Cakes,476.8,24.0,22.2,45.1,9.0,25.4,63.7,3.5,,5.7,2.2,31.2,,18.0,,,
69041e640694944ec30d2cb2,Bánh cuốn nóng,Hot steamed rice rolls,Các loại bánh,Cakes,761.2,35.9,31.7,83.2,,236.3,159.7,5.5,1143.6,1444.0,4.5,136.4,,283.7,96.0,,
69041dd8b730dc882a022214,Bánh cuốn chả bà hoành,Steamed rice rolls with pork sausage (Ba Hoanh style),Các loại bánh,Cakes,762.7,26.2,31.0,94.7,47.7,55.1,147.7,11.1,,2496.2,3.1,110.0,,,,,644.5
69041d66b730dc882a022213,Bánh cuốn,Steamed rice rolls,Các loại bánh,Cakes,444.8,13.8,21.0,50.1,,8.1,58.6,2.6,,684.8,0.7,40.5,,20.3,,,89.6
69041cfe5d90994ef80d4834,Bánh mỳ sốt vang,Red wine beef stew baguette,Các loại bánh,Cakes,527.7,46.6,21.9,36.0,,45.6,58.0,8.3,,5.7,0.1,4.2,,,,,488.9
69041c9c9716fa32190ad693,Bánh mỳ pate trứng chả,"Pâté, egg, and pork sausage baguette",Các loại bánh,Cakes,359.5,20.1,11.3,44.5,,712.0,54.5,3.3,,388.0,1.4,22.2,,275.8,,,
69041c4010958c2b9e07df73,Bánh mỳ pate trứng,Pâté and egg baguette,Các loại bánh,Cakes,351.5,20.3,10.7,43.5,,716.2,48.9,3.2,,556.7,1.2,21.7,,274.0,,,
69041bd302b97b842a093bf3,Bánh mỳ gà quay,Roasted chicken baguette,Các loại bánh,Cakes,358.6,22.5,12.1,39.9,10.2,91.5,66.2,2.7,,92.3,2.1,17.2,,,,,
69041b3b02b97b842a093bf2,Bánh mỳ bít tết,Steak baguette,Các loại bánh,Cakes,997.0,47.3,43.0,105.2,,842.0,108.6,11.4,,785.2,3.2,192.2,,423.8,,,
69041ab9160253544209c5b2,Bánh mì thập cẩm,Mixed Vietnamese baguette,Các loại bánh,Cakes,678.8,30.6,40.5,48.1,1.4,775.3,49.2,5.7,,173.4,0.8,78.1,,159.3,,,27.4
6901d590d1a76ee8360325b9,Cơm rang thập cẩm,Fried rice with meat and vegetables,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",836.1,41.3,40.1,77.5,3.8,208.1,153.4,6.7,,145.2,4.4,91.0,,498.9,,,1035.2
6901d420c599cba6c00cc004,Cơm rang dưa bò,Fried rice with beef and pickles,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",675.5,33.8,27.9,72.3,7.1,127.0,140.8,5.3,,30.1,4.2,23.7,,27.4,,,115.0
6901c61ef302e1a05f019dd5,Cháo trai sườn,Rice congee with mussel and pork rib meat,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",339.0,14.1,11.8,44.1,3.6,6.6,44.8,0.9,,124.0,1.8,18.0,,21.6,,,1.1
690087992ebaf505220d0d23,Cháo sườn,Pork bone congee,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",574.7,29.6,255.0,56.7,4.6,3.7,62.3,2.2,,87.0,6.1,41.0,,88.0,,,44.6
68ff367092bfe195d20fc792,Cháo lòng,Pork organ congee,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",257.9,21.9,10.0,20.1,11.0,747.4,49.1,29.3,,494.1,2.2,22.4,,119.8,,,150.4
68ff232e555a69cb0c093d42,Cháo lòng,Pork organ congee,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",291.1,21.7,12.7,22.5,32.5,1335.4,81.5,11.0,,1631.9,2.9,63.3,,132.8,,,721.4
68ff1cc85e3682d5970dc8f3,Cháo lòng,Pork organ congee,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",500.2,36.7,25.0,32.1,11.7,869.5,78.8,41.9,,168.4,3.6,30.8,,194.2,,,294.7
68fefab7323f2ad7a60f6cc3,Cháo khoái,Rice and spinach porridge with mung bean patse,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",195.7,8.2,5.9,27.4,2.5,4.0,20.0,1.1,,12.1,1.1,44.1,,10.4,,,48.0
68fef9c3323f2ad7a60f6cc2,Cháo gà,Chicken congee,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",375.9,26.1,4.6,57.6,10.1,31.6,129.8,11.8,,18.7,3.1,36.3,,0.0,,,278.7
68fef2e008b3d76d9b04a7a2,Cháo ếch,Frog congee,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",571.8,66.2,4.4,66.8,34.7,102.8,150.9,6.5,,1041.0,3.9,89.4,,154.0,,,784.7
68feefeb73939cf340040902,Cháo đỗ xanh,Mung bean congee,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",244.6,3.8,0.6,56.0,0.0,0.0,23.0,0.5,,1.8,0.6,5.1,,0.0,,,0.0
68fee6506c8cbb17f80d0b74,Cháo lươn cay,Spicy eel porridge,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",174.1,7.1,3.1,29.5,3.5,300.4,30.0,1.2,,12.5,0.9,10.9,,26.5,,,110.9
68fee2656c8cbb17f80d0b73,Xôi xéo,Sticky rice with mung bean,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",723.9,18.8,29.1,96.6,2.1,0.5,39.3,2.7,,193.6,4.1,117.5,,25.3,,,6.3
68fee1a3ee81bf27800de022,Xôi xéo,Sticky rice with mung bean,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",588.0,15.4,9.3,110.7,3.6,2.4,42.3,2.8,,10.7,3.2,74.9,,0.0,,,29.0
68fede01a0f9ef3c7e0e4782,Xôi chè bà cốt,Ms.Cot's Sticky rice with sweet soup,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",476.8,15.2,2.6,98.1,1.2,0.7,55.6,2.7,,310.4,2.5,96.2,,0.0,,,8.7
68fedc9ede6b1b77240c71c3,Cháo trai,Clam rice porridge,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",498.0,27.7,17.2,58.1,4.1,162.3,1194.4,3.5,,259.6,3.7,38.4,,87.4,,,48.8
68f9e782873196507c05fa12,Cháo trai,Clam rice porridge,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",383.5,17.0,12.7,50.4,3.1,126.2,977.9,2.9,,215.5,2.9,28.3,,51.7,,,2.1
68f9e623ddecae166d0a9292,Cháo tim,Heart congee,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",327.2,16.3,4.3,55.7,7.4,41.2,72.5,5.1,,53.0,5.4,28.0,,88.4,,,422.3
68f9e56201337c8c0e02dd52,Cháo sườn sụn,Rice congee with pork cartilage,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",420.1,25.0,17.7,40.3,2.3,4.5,21.8,0.8,,347.3,2.1,24.8,,43.6,,,53.5
68f9e13f9e8fe9ac7e0b9232,Cháo sườn lợn,Pork rib congee,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",458.1,20.2,18.1,53.6,2.1,4.1,16.6,0.7,,159.5,1.9,16.2,,31.2,,,48.8
68f9dc2bb147eb36bc031fb2,Cháo sườn,Pork bone congee,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",358.6,18.6,13.7,40.2,2.3,4.4,19.1,0.6,,308.2,1.2,20.6,,21.6,,,53.3
68f9d595d30513c9860f71e2,Cháo sườn,Pork bone congee,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",332.9,11.0,11.2,47.0,3.1,5.9,17.7,0.7,,18.1,1.5,10.2,,16.7,,,70.3
68f9d4aa8711c016d20a7b72,Cháo lòng,Pork organ congee,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",358.5,37.3,9.0,32.0,40.1,4023.0,146.0,20.4,,2211.3,6.1,105.0,,359.9,,,3258.4
68f9cd262b005765820445b3,Cháo lòng,Pork organ congee,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",262.4,18.7,6.7,31.7,,1267.3,46.8,12.5,109.2,83.5,2.7,14.0,,98.4,6.4,,
68f9c757cad57942d101d0d2,Cháo lòng,Pork organ congee,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",313.8,19.2,5.7,46.4,2.5,945.0,52.0,9.3,,73.8,2.8,15.7,,115.6,,,27.2
68f9c6ac1f4c650d540d9613,Cháo lòng,Pork organ congee,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",362.6,23.7,5.8,53.9,77.5,1099.2,324.5,5.8,,1143.6,3.3,58.3,,138.6,,,967.0
68f9c5e70ddd21d1260eba83,Cháo gà,Chicken congee,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",371.4,20.1,12.2,45.2,,166.0,76.0,2.3,991.6,54.3,1.9,45.3,,52.1,15.1,,
68f9c5170ddd21d1260eba82,Cháo gà,Chicken congee,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",587.4,33.7,22.0,63.6,5.0,159.2,56.0,2.7,,91.0,2.8,46.3,,93.8,,,110.0
68f9b6434f6d28174b07f2f2,Miến ngan trộn,Vermicelli mixed with goose,"Bánh canh, hủ tiếu, miến, mỳ","Thick Rice noodle, Vermicelli, Wonton noodle",802.7,40.1,43.0,63.9,62.4,60.7,243.6,8.9,,4277.3,3.4,71.5,,2.5,,,702.0
68f9b1bf266207a12e08a013,Miến ngan nước,Vermicelli soup with muscovy duck,"Bánh canh, hủ tiếu, miến, mỳ","Thick Rice noodle, Vermicelli, Wonton noodle",588.4,18.9,27.9,65.4,23.1,31.4,160.0,5.4,,557.0,2.0,18.1,,4.0,,,365.9
68f9b0e11aa569c7210ca092,Miến gà trộn,Vermicelli mixed with chicken,"Bánh canh, hủ tiếu, miến, mỳ","Thick Rice noodle, Vermicelli, Wonton noodle",452.3,18.2,12.7,66.3,,37.0,132.5,9.4,320.3,1230.0,1.8,48.5,,47.0,15.8,,
68f9b03026aa9e440d0b3984,Mỳ vằn thắn,Wheat noodle with Wonton soup,"Bánh canh, hủ tiếu, miến, mỳ","Thick Rice noodle, Vermicelli, Wonton noodle",392.6,24.2,18.8,31.6,31.1,1467.2,131.8,5.7,,861.8,3.8,96.1,,209.2,,,673.8
68f9af90c19f5c620b0e1873,Mỳ vằn thắn,Wheat noodle with Wonton soup,"Bánh canh, hủ tiếu, miến, mỳ","Thick Rice noodle, Vermicelli, Wonton noodle",384.1,20.0,20.2,30.5,,184.3,131.7,5.5,610.2,1311.0,2.0,80.5,,158.9,31.7,,
68f9aefbae76cca0b10d27b4,Mỳ vằn thắn,Wheat noodle with Wonton soup,"Bánh canh, hủ tiếu, miến, mỳ","Thick Rice noodle, Vermicelli, Wonton noodle",435.3,23.4,24.2,31.0,50.7,433.4,162.1,4.1,,1769.6,2.6,58.0,,83.9,,,919.2
68f9ae4d26aa9e440d0b3982,Mỳ trọn bò,Wheat noodle mixed with beef,"Bánh canh, hủ tiếu, miến, mỳ","Thick Rice noodle, Vermicelli, Wonton noodle",670.2,36.9,23.4,78.0,,76.4,65.7,3.8,815.5,1722.1,3.9,35.6,,56.0,20.4,,
