id,nameVi,nameEn,categoryName,categoryNameEn,kcal,protein,fat,carb,vitaminC,vitaminA,calcium,iron,potassium,sodium,zinc,magnesium,fiber,cholesterol,transfat,betaCaroten
6877a6b660d6c84e9bd5ccfa,Muối,Table salt,"Gia vị, nước chấm","Spices, sauces",0.0,,,,,,150.0,0.81,4.0,38758.0,,,,,,
6877a6b660d6c84e9bd5ccfb,"Nghệ khô, bột","Turmeric rhizome, dried","Gia vị, nước chấm","Spices, sauces",380.0,7.83,9.88,64.91,25.9,,146.0,18.6,2525.0,38.0,4.35,193.0,21.1,,,
6877a6b660d6c84e9bd5ccfc,Nghệ tươi,"Turmeric, rhizome, fresh","Gia vị, nước chấm","Spices, sauces",51.0,1.1,0.3,11.0,7.0,,12.0,,356.08,5.36,0.61,27.22,6.5,,,
6877a6b660d6c84e9bd5ccfd,ớt khô bột,"Red pepper, dried powder","Gia vị, nước chấm","Spices, sauces",322.0,15.6,4.2,55.4,,703.5,85.0,17.0,,,,,23.6,,,8442.0
6877a6b660d6c84e9bd5ccfe,Riềng,Alpinia root,"Gia vị, nước chấm","Spices, sauces",26.0,0.3,,6.2,,,24.0,,,,,,3.7,,,
6877a6b660d6c84e9bd5ccff,Magi,Soybean sauce,"Gia vị, nước chấm","Spices, sauces",65.0,10.0,0.1,6.1,,,20.0,2.38,212.0,5586.0,0.43,40.0,,,,
6877a6b660d6c84e9bd5cd00,Mắm tôm đặc,"Shrimp sauce, concentrate","Gia vị, nước chấm","Spices, sauces",73.0,14.8,1.5,,,,646.0,,333.0,4054.0,,321.0,,,,
6877a6b660d6c84e9bd5cd01,Mắm tôm loãng,Shrimp sauce,"Gia vị, nước chấm","Spices, sauces",44.0,7.0,0.8,2.1,,,645.0,,,,,,,,,
6877a6b660d6c84e9bd5cd02,Mắm tép chua,River shrimp (small) sauce,"Gia vị, nước chấm","Spices, sauces",68.0,8.7,1.2,5.5,,,586.0,,104.0,1087.0,,121.0,,,,
6877a6b660d6c84e9bd5cd03,Nước mắm cá (loại đặc biệt),Fish sauce (high quality),"Gia vị, nước chấm","Spices, sauces",60.0,15.0,,,,,386.7,2.7,,,,,,,,
6877a6b660d6c84e9bd5cd04,Nước mắm loại I,"Fish sauce liquid, grade I","Gia vị, nước chấm","Spices, sauces",28.0,7.1,,,,,386.7,2.7,,,,,,,,
6877a6b660d6c84e9bd5cd05,Nước mắm loại II,Fish sauce liquid grade II,"Gia vị, nước chấm","Spices, sauces",21.0,5.2,,,,,313.8,1.9,,,,,,,,
6877a6b660d6c84e9bd5cd06,Nước mắm cá,"Fish sauce, ready-to-serve","Gia vị, nước chấm","Spices, sauces",35.0,5.06,0.01,3.64,0.5,4.0,43.0,0.78,288.0,7720.0,0.2,175.0,,,,
6877a6b660d6c84e9bd5cd07,Nước mắm cô,Fish sauce dried,"Gia vị, nước chấm","Spices, sauces",131.0,32.8,,,,,,,,,,,,,,
6877a6b660d6c84e9bd5cd08,Tương ngô,Soybean sauce with rice and maize,"Gia vị, nước chấm","Spices, sauces",75.0,3.9,0.1,14.5,,,,,,,,,,,,
6877a6b660d6c84e9bd5cd09,Tương nếp,Soybean sauce with glutinous rice,"Gia vị, nước chấm","Spices, sauces",86.0,4.3,0.7,15.7,,,,,,,,,,,,
6877a6b660d6c84e9bd5cd0a,Tương ớt,Chili sauce ,"Gia vị, nước chấm","Spices, sauces",41.0,0.5,0.5,8.5,30.0,22.92,9.0,0.5,564.0,25.0,0.15,12.0,0.9,,,257.0
6877a6b660d6c84e9bd5cd0b,Xì dầu,Soybean sauce,"Gia vị, nước chấm","Spices, sauces",55.0,6.3,0.04,7.46,,,19.0,1.93,217.0,5637.0,0.52,43.0,0.8,,,
6877a6b660d6c84e9bd5cd0c,Sốt mayonnaise,Mayonnaise,"Gia vị, nước chấm","Spices, sauces",701.0,,77.8,0.1,,,5.25,0.17,10.5,364.48,0.1,0.75,,,,
6877a6b660d6c84e9bd5cd0d,Sả,,"Gia vị, nước chấm","Spices, sauces",,0.8,1.0,16.5,1.0,2.0,31.0,2.0,242.0,7.0,0.5,,,,,18.0
6877a6b660d6c84e9bd5cd0e,Bột canh,,"Gia vị, nước chấm","Spices, sauces",62.2,1.05,,14.5,,,,,,,,,,,,
6877a6b660d6c84e9bd5cd0f,Bột nêm,,"Gia vị, nước chấm","Spices, sauces",188.0,12.73,1.82,30.18,,,,,,21818.18,,,0.36,,,
6877a6b660d6c84e9bd5cd10,Dầu hào,Oyster sauce,"Gia vị, nước chấm","Spices, sauces",73.0,2.9,0.3,14.7,7.0,6.0,17.0,1.1,74.0,3379.0,,,,,,
6877a6b660d6c84e9bd5cd11,Gia vị,,"Gia vị, nước chấm","Spices, sauces",62.2,1.05,,14.5,,,,,,,,,,,,
6877a6b660d6c84e9bd5cd12,Mỳ chính,,"Gia vị, nước chấm","Spices, sauces",282.0,,,,,,21.2,0.4,0.8,12300.0,,,,,,
6877a6b660d6c84e9bd5cd13,Ngũ vị hương,Five-spice seasoning,"Gia vị, nước chấm","Spices, sauces",,,,,,,,,,,,,,,,
6877a6b660d6c84e9bd5cd14,Nước hàng,Sugar cooked to make color,"Gia vị, nước chấm","Spices, sauces",,,,,,,,,,,,,,,,
6877a6b660d6c84e9bd5cd15,Nước sốt cà chua,,"Gia vị, nước chấm","Spices, sauces",,1.1,0.1,27.4,4.1,,15.0,0.35,281.0,907.0,0.17,,0.3,,,316.0
6877a6b660d6c84e9bd5cd16,Giấm ăn,,"Gia vị, nước chấm","Spices, sauces",21.0,,,0.93,,,7.0,0.2,73.0,5.0,0.04,,,,,
6877a6b660d6c84e9bd5cd17,Ớt tươi,Chilli (fresh) ,"Gia vị, nước chấm","Spices, sauces",18.0,1.4,0.2,2.6,250.0,,10.0,0.5,183.0,9.0,0.2,,,,,53.0
6877a6b660d6c84e9bd5cd18,Mù tạt,,"Gia vị, nước chấm","Spices, sauces",69.0,4.25,3.38,5.3,0.4,,63.0,1.59,150.0,1100.0,0.64,,4.3,,,31.0
6877a6b660d6c84e9bd5cd19,Bột chiên giòn,,"Gia vị, nước chấm","Spices, sauces",351.6,8.5,2.0,74.9,,,,,,,,,,,,
6877a6b660d6c84e9bd5cd1a,Bột năng,Tapioca Starch/Tapioca Flour,"Gia vị, nước chấm","Spices, sauces",343.0,0.7,,85.1,,,18.0,1.5,,,,,0.8,,,
6877a6b660d6c84e9bd5cd1b,Mẻ,Fermented rice or rice noodle,"Gia vị, nước chấm","Spices, sauces",,,,,,,,,,,,,,,,
6877a6b660d6c84e9bd5cd1c,Sa tế,Chilli paste,"Gia vị, nước chấm","Spices, sauces",70.0,1.1,5.5,4.1,,,,,,2500.0,,,,,,
6877a6b660d6c84e9bd5cd1d,Bột hạt điều đỏ,Annatto seed powder,"Gia vị, nước chấm","Spices, sauces",,11.5,2.23,42.2,,,,,,,,,28.48,,,
6877a6b660d6c84e9bd5cd1e,Lá chanh,Lemon leaf,"Gia vị, nước chấm","Spices, sauces",91.0,4.25,,18.46,,,,,,,,,,,,
6877a6b660d6c84e9bd5cd1f,Bột chiên xù,,"Gia vị, nước chấm","Spices, sauces",383.0,11.4,3.75,75.9,,,,,,,,,,,,
6877a6b660d6c84e9bd5cd20,Hạt ý dĩ,,"Gia vị, nước chấm","Spices, sauces",358.0,14.2,3.6,67.2,,,49.0,2.9,,,,,,,,
6877a6b660d6c84e9bd5cd21,Nước ướp gà nướng,,"Gia vị, nước chấm","Spices, sauces",,0.82,0.63,40.8,,,,,,,,,,,,
6877a6b660d6c84e9bd5cd22,Nước ướp thịt kho,,"Gia vị, nước chấm","Spices, sauces",269.9,2.8,6.7,49.6,,,,,,,,,,,,
6877a6b660d6c84e9bd5cd23,Gói thuốc bắc (dùng để hầm thịt),,"Gia vị, nước chấm","Spices, sauces",281.0,4.72,0.5,72.5,218.0,,63.0,5.09,217.0,5.0,0.39,,6.0,,,
6877a6b660d6c84e9bd5cd24,"Bia (cồn: 4,5 g)","Beer light (4,5 % Alcohol)",Nước giải khát,Soft drinks,43.0,0.5,,2.3,,,6.0,0.1,27.0,4.0,0.01,6.0,,,,
6877a6b660d6c84e9bd5cd25,Cô nhắc (cồn 32 g),Cognac (32% alcohol),Nước giải khát,Soft drinks,224.0,,,,,,,,,,,,,,,
6877a6b660d6c84e9bd5cd26,Cốc tain (cồn 13 g),Cocktail (13% alcohol),Nước giải khát,Soft drinks,155.0,,,15.74,,,6.0,0.36,,,,,,,,
6877a6b660d6c84e9bd5cd27,Coca cola,Coca Cola,Nước giải khát,Soft drinks,42.0,,,10.4,,,8.0,,,,,,,,,
6877a6b660d6c84e9bd5cd28,Nước cam tươi,"Orange juice, fresh",Nước giải khát,Soft drinks,23.0,0.7,0.2,4.7,54.0,10.04,26.0,0.3,200.0,1.0,0.05,11.0,,,,33.0
6877a6b660d6c84e9bd5cd29,Nước dừa non tươi,Water from immature coconut,Nước giải khát,Soft drinks,21.0,0.4,0.1,4.7,1.0,,60.0,0.3,,,,,,,,
6877a6b660d6c84e9bd5cd2a,Nước ép cà chua,"Tomato juice, without salt added",Nước giải khát,Soft drinks,21.0,0.8,0.6,3.0,6.5,22.5,8.0,0.3,229.0,10.0,0.15,11.0,0.4,,,270.0
6877a6b660d6c84e9bd5cd2b,Nước khoáng,Mineral water,Nước giải khát,Soft drinks,0.0,,,0.02,,,4.9,0.01,,,,,,,,
6877a6b660d6c84e9bd5cd2c,Nước quít tươi,Mandarins juice (fresh),Nước giải khát,Soft drinks,25.0,0.4,0.2,5.3,47.0,12.67,20.0,0.2,178.0,1.0,0.03,8.0,0.2,,,38.0
6877a6b660d6c84e9bd5cd2d,"Rượu cam, chanh (cồn 24,2 g)","Liqueur orange, citron",Nước giải khát,Soft drinks,241.0,,,,,,,,,,,,,,,
6877a6b660d6c84e9bd5cd2e,Rượu nếp (80g/ 24 ml) (cồn 5 g),Rice glutinous Vodka,Nước giải khát,Soft drinks,202.0,4.0,,37.9,,,,,,,,,0.2,,,
6877a6b660d6c84e9bd5cd2f,Rượu trắng (cồn 39 g),Vodka (39% alcohol),Nước giải khát,Soft drinks,273.0,,,,,,,,,,,,,,,
6877a6b660d6c84e9bd5cd30,"Rượu vang đỏ (cồn 9,5 g)",Red wine (9.5% alcohol),Nước giải khát,Soft drinks,69.0,0.2,,2.02,,,7.8,0.82,,,,,,,,
6877a6b660d6c84e9bd5cd31,"Rượu vang trắng (cồn 9,5 g)",White wine (9.5% alcohol),Nước giải khát,Soft drinks,66.0,0.1,,0.2,,,9.0,0.5,61.0,4.0,0.06,8.0,,,,
6877a6b660d6c84e9bd5cd32,Rượu vang trắng ngọt (cồn 10.2 g),"White wine, sweet (10.2% alcohol)",Nước giải khát,Soft drinks,96.0,0.2,,5.9,,,14.0,0.58,110.0,13.0,0.06,11.0,,,,
6877a6b660d6c84e9bd5cd33,"Rượu Whisky (cồn 35,2 g)",Whisky liqueur (35.2% alcohol),Nước giải khát,Soft drinks,246.0,,,,,,1.5,,,,,,,,,
6877a6b660d6c84e9bd5cd34,Cà phê sữa hòa tan,,Nước giải khát,Soft drinks,392.0,2.36,0.36,94.9,,,28.0,0.89,686.0,8.0,0.08,,,,,
6877a6b660d6c84e9bd5cd35,Nước mía,,Nước giải khát,Soft drinks,79.6,,,20.2,,,7.0,0.1,11.0,43.0,0.02,,,,,
6877a6b660d6c84e9bd5cd36,Nước ép dưa hấu,"Juice, watermelon",Nước giải khát,Soft drinks,34.0,0.61,0.15,7.55,8.1,28.0,7.0,0.24,112.0,1.0,0.1,10.0,0.4,,,303.0
6877a6b660d6c84e9bd5cd37,Nước ép đào đóng hộp,"Juice  packaged, Peach ",Nước giải khát,Soft drinks,57.0,0.27,0.02,13.92,5.3,13.0,5.0,0.19,40.0,7.0,0.08,4.0,0.6,,,128.0
6877a6b660d6c84e9bd5cd38,Nước đá,Ice,Nước giải khát,Soft drinks,0.0,,,0.02,,,4.9,0.01,,,,,,,,
6877a6b660d6c84e9bd5cd39,Nước giải khát vitamin C,,Nước giải khát,Soft drinks,0.0,,,,,,,,,,,,,,,
6877a6b660d6c84e9bd5cd3a,Trà Neste,,Nước giải khát,Soft drinks,1.0,0.22,,,,,,0.02,8.0,1.0,0.01,,,,,
6877a6b660d6c84e9bd5cd3b,Trà túi lọc,,Nước giải khát,Soft drinks,1.0,0.22,,,,,,0.02,8.0,1.0,0.01,,,,,
6877a6b660d6c84e9bd5cd3c,Bánh bao chiên có nhân,"Filled steamed bread, fried",Thức ăn truyền thống,Traditional food,177.0,2.3,10.1,19.31,,,108.3,1.55,,,0.4,,1.7,,,
6877a6b660d6c84e9bd5cd3d,Bánh bèo,Bloating Fern-shaped cake,Thức ăn truyền thống,Traditional food,118.0,1.8,4.2,18.15,,,84.8,2.45,,,0.52,,0.6,,,
6877a6b660d6c84e9bd5cd3e,Bánh bột lọc,Rice dumpling cake,Thức ăn truyền thống,Traditional food,137.0,6.8,4.3,17.74,,,104.9,1.88,,,0.45,,0.6,,,
6877a6b660d6c84e9bd5cd3f,Bánh chay,"Stuffed sticky rice balls, large",Thức ăn truyền thống,Traditional food,156.0,3.3,3.1,28.71,,,12.2,0.78,,,0.32,,0.4,,,
6877a6b660d6c84e9bd5cd40,Bánh chín tầng mây,,Thức ăn truyền thống,Traditional food,169.0,0.2,0.6,40.77,,,58.4,0.94,,,0.89,,0.1,,,
6877a6b660d6c84e9bd5cd41,Bánh chưng,Stuffed sticky rice cake,Thức ăn truyền thống,Traditional food,181.0,4.3,4.2,31.6,,,25.6,0.94,,,1.4,,0.6,,,
6877a6b660d6c84e9bd5cd42,Bánh chuối,Banana cake,Thức ăn truyền thống,Traditional food,297.0,2.0,14.2,40.34,,,123.7,1.1,,,0.45,,0.1,,,
6877a6b660d6c84e9bd5cd43,Bánh cốm,Young rice cake,Thức ăn truyền thống,Traditional food,250.0,3.4,0.3,58.5,,,27.9,0.6,,,0.77,,1.1,,,
6877a6b660d6c84e9bd5cd44,Bánh cuốn,Stuffed pancake,Thức ăn truyền thống,Traditional food,129.0,3.0,5.3,17.4,,,73.4,0.5,,,0.19,,0.6,,,
6877a6b660d6c84e9bd5cd45,Bánh cuốn nóng nhân thịt,"Stuffed pancake, with pork",Thức ăn truyền thống,Traditional food,102.0,2.1,2.6,17.65,,,70.0,0.92,,,0.44,,0.3,,,
6877a6b660d6c84e9bd5cd46,Bánh dẻo nhân thập cẩm,Sticky rice cake (filled with preserved fruit and meat),Thức ăn truyền thống,Traditional food,349.0,5.0,9.8,60.3,,,28.7,1.2,,,0.55,,0.9,,,
6877a6b660d6c84e9bd5cd47,Bánh dẻo nhân trứng,Sticky rice cake (filled with egg),Thức ăn truyền thống,Traditional food,338.0,7.4,8.2,58.6,,,31.5,1.5,,,0.8,,1.1,,,
6877a6b660d6c84e9bd5cd48,Bánh đúc nguội,"Plain rice flan; rice cake made of rice flour, and lime water",Thức ăn truyền thống,Traditional food,88.0,2.0,2.1,15.36,,,55.7,0.61,,,0.2,,0.7,,,
6877a6b660d6c84e9bd5cd49,Bánh đúc nóng,"Plain rice flan; rice cake made of rice flour, and lime water, hot",Thức ăn truyền thống,Traditional food,108.0,3.9,6.3,8.95,,,61.3,1.48,,,0.33,,0.1,,,
6877a6b660d6c84e9bd5cd4a,Bánh gai,Stuffed sticky rice cake with ramie leaves,Thức ăn truyền thống,Traditional food,251.0,4.7,2.5,52.3,,,239.5,11.8,,,0.56,,0.4,,,
6877a6b660d6c84e9bd5cd4b,Bánh gio,Sticky rice cake with ash water,Thức ăn truyền thống,Traditional food,173.0,2.0,0.4,40.44,,,173.4,1.18,,,0.58,,0.4,,,
6877a6b660d6c84e9bd5cd4c,Bánh giò,"Pyramidal rice dumpling (filled with meat, onion, mushroom), meat pie",Thức ăn truyền thống,Traditional food,234.0,2.8,17.5,16.3,,,33.5,0.37,,,1.21,,0.6,,,
6877a6b660d6c84e9bd5cd4d,Bánh khoai,Cake made of sweet potato meal (mixed with rice flour,Thức ăn truyền thống,Traditional food,141.0,4.1,1.6,27.64,,,4.7,1.05,,,0.57,,0.5,,,
6877a6b660d6c84e9bd5cd4e,Bánh khoái,Plain rice flan,Thức ăn truyền thống,Traditional food,159.0,0.6,10.2,16.26,,,82.3,1.48,,,0.22,,3.0,,,
6877a6b660d6c84e9bd5cd4f,Bánh khoai sọ chiên,"Taro cake, fried",Thức ăn truyền thống,Traditional food,197.0,5.6,8.3,24.9,,,93.9,1.08,,,1.12,,0.2,,,
6877a6b660d6c84e9bd5cd50,Bánh khúc,Cake made of glutinous rice mixed with everlasting gnaphalium leaves (filled with green bean paste and sprinkled with grains of cooked glutinous rice),Thức ăn truyền thống,Traditional food,249.0,4.1,3.8,49.7,,,27.5,1.13,,,1.57,,0.6,,,
6877a6b660d6c84e9bd5cd51,Bánh mè,"Bread with egg and sesame seed, fried",Thức ăn truyền thống,Traditional food,482.0,5.5,26.5,55.42,,,94.4,2.44,,,0.79,,1.1,,,
6877a6b660d6c84e9bd5cd52,Bánh mì xíu mại,Bread with egg and beef,Thức ăn truyền thống,Traditional food,189.0,11.3,7.5,19.0,,,56.6,1.52,,,3.4,,1.2,,,
6877a6b660d6c84e9bd5cd53,Bánh mỳ patê,Bread with pate,Thức ăn truyền thống,Traditional food,266.0,9.8,11.0,31.9,,,40.3,3.45,,,0.74,,0.6,,,
6877a6b660d6c84e9bd5cd54,Bánh nếp,Sticky rice cake,Thức ăn truyền thống,Traditional food,216.0,5.0,3.2,41.77,,,16.8,1.29,,,0.5,,0.6,,,
6877a6b660d6c84e9bd5cd55,Bánh nướng nhân thập cẩm,Pie filled with various fruit and meat,Thức ăn truyền thống,Traditional food,386.0,5.2,14.8,58.1,,,42.9,2.1,,,0.84,,1.8,,,
6877a6b660d6c84e9bd5cd56,Bánh nướng nhân trứng đỗ xanh,Pie filled with egg and mungbean,Thức ăn truyền thống,Traditional food,371.0,9.6,13.9,51.9,,,55.1,2.6,,,1.31,,2.7,,,
6877a6b660d6c84e9bd5cd57,"Bánh phu thê (su sê, xu xuê)",Yellow-coloured wedding pastry,Thức ăn truyền thống,Traditional food,185.0,2.1,1.3,41.1,,,12.8,1.21,,,0.2,,1.0,,,
6877a6b660d6c84e9bd5cd58,Bánh rán bọc đường,"Rice cake, fried with sugar",Thức ăn truyền thống,Traditional food,318.0,3.7,9.1,55.42,,,35.4,0.67,,,0.42,,0.2,,,
6877a6b660d6c84e9bd5cd59,Bánh tẻ,"Rice cake,, filled with meat",Thức ăn truyền thống,Traditional food,104.0,1.5,3.2,17.23,,,59.4,0.71,,,0.34,,1.1,,,
6877a6b660d6c84e9bd5cd5a,Bánh tôm,Crisp shrimp pastry,Thức ăn truyền thống,Traditional food,204.0,4.0,10.8,22.64,,,232.4,2.54,,,0.43,,0.4,,,
6877a6b660d6c84e9bd5cd5b,Bánh trôi,Stuffed sticky rice balls,Thức ăn truyền thống,Traditional food,202.0,2.8,0.6,46.37,,,16.1,1.86,,,0.45,,0.2,,,
6877a6b660d6c84e9bd5cd5c,Bún bò Nam bộ,"Vermicelli noodles with beef, southern style",Thức ăn truyền thống,Traditional food,81.0,3.2,0.6,15.73,,,87.3,0.55,,,0.13,,0.4,,,
6877a6b660d6c84e9bd5cd5d,Bún chả,Vermicelli noodles with grilled pork,Thức ăn truyền thống,Traditional food,136.0,6.1,4.4,17.9,,,91.1,0.99,,,0.77,,0.6,,,
6877a6b660d6c84e9bd5cd5e,Bún cua,Vermicelli noodles with fresh water crab,Thức ăn truyền thống,Traditional food,53.0,2.1,0.9,9.1,,,97.9,2.07,,,0.4,,,,,
6877a6b660d6c84e9bd5cd5f,Bún đậu,"Vermicelli noodles with tofu, dried",Thức ăn truyền thống,Traditional food,151.0,3.0,6.4,20.3,,,226.8,1.75,,,0.37,,0.7,,,
6877a6b660d6c84e9bd5cd60,Bún dọc mùng,Vermicelli noodles with giant elephant ear stem,Thức ăn truyền thống,Traditional food,408.0,3.0,2.6,8.3,,,57.7,0.79,,,0.39,,,,,
6877a6b660d6c84e9bd5cd61,Bún nem,Vermicelli noodles with pork rolls,Thức ăn truyền thống,Traditional food,120.0,3.3,3.9,17.8,,,139.2,1.08,,,0.15,,0.6,,,
6877a6b660d6c84e9bd5cd62,Bún ốc,Vermicelli noodles with snail,Thức ăn truyền thống,Traditional food,62.0,3.1,0.7,10.9,,,181.1,1.78,,,0.29,,,,,
6877a6b660d6c84e9bd5cd63,Caramen,Caramel cake,Thức ăn truyền thống,Traditional food,109.0,5.2,4.1,12.81,,,83.2,0.94,,,0.47,,0.0,,,
6877a6b660d6c84e9bd5cd64,Chả quế,Roasted cinnamon pork,Thức ăn truyền thống,Traditional food,339.0,18.3,29.0,1.1,,,24.1,8.96,,,2.19,,0.4,,,
6877a6b660d6c84e9bd5cd65,Cháo lòng, Pig's tripes soup,Thức ăn truyền thống,Traditional food,69.0,1.4,4.4,6.0,,,26.3,2.42,,,1.15,,0.1,,,
6877a6b660d6c84e9bd5cd66,Cháo sườn,Rice soup with pork rips,Thức ăn truyền thống,Traditional food,40.0,1.5,0.2,8.0,,,20.9,0.53,,,0.34,,0.1,,,
6877a6b660d6c84e9bd5cd67,Cháo trai,Rice soup with clams,Thức ăn truyền thống,Traditional food,49.0,2.2,0.7,8.4,,,37.2,1.66,,,0.92,,0.3,,,
6877a6b660d6c84e9bd5cd68,Chè bưởi,Sweets gruel with pomelo flavor,Thức ăn truyền thống,Traditional food,73.0,0.8,0.41,16.64,,,29.9,0.33,,,0.24,,0.2,,,
6877a6b660d6c84e9bd5cd69,Chè chuối,Sweets gruel with banana,Thức ăn truyền thống,Traditional food,82.0,1.37,0.87,17.08,,,84.6,0.88,,,0.44,,0.0,,,
6877a6b660d6c84e9bd5cd6a,Chè cốm,Sweets gruel with young rice,Thức ăn truyền thống,Traditional food,80.0,0.23,0.32,19.04,,,54.2,0.34,,,0.13,,0.0,,,
6877a6b660d6c84e9bd5cd6b,Chè đỗ đen,Sweets gruel with black bean,Thức ăn truyền thống,Traditional food,79.0,1.21,0.26,18.02,,,29.2,1.25,,,0.36,,0.1,,,
6877a6b660d6c84e9bd5cd6c,Chè đỗ đỏ,Sweets gruel with red bean,Thức ăn truyền thống,Traditional food,77.0,1.85,0.39,16.51,,,57.6,1.92,,,0.43,,0.2,,,
6877a6b660d6c84e9bd5cd6d,Chè đỗ xanh,Sweets gruel with mungbean,Thức ăn truyền thống,Traditional food,79.0,1.35,0.39,17.54,,,52.2,0.46,,,0.23,,0.1,,,
6877a6b660d6c84e9bd5cd6e,Chè hạt sen,Sweets gruel with lotus seed,Thức ăn truyền thống,Traditional food,75.0,1.25,0.13,17.12,,,81.5,0.68,,,0.45,,0.1,,,
6877a6b660d6c84e9bd5cd6f,Chè khoai sọ,Sweets gruel with taro,Thức ăn truyền thống,Traditional food,83.0,0.78,0.42,19.05,,,63.8,0.76,,,0.39,,0.1,,,
6877a6b660d6c84e9bd5cd70,Chè ngô cốm,Sweets gruel with corn and young rice seeds,Thức ăn truyền thống,Traditional food,72.0,0.35,0.6,16.42,,,109.0,0.5,,,0.16,,0.0,,,
6877a6b660d6c84e9bd5cd71,Chè sắn,Sweets gruel with Kudzu root,Thức ăn truyền thống,Traditional food,86.0,0.57,0.73,19.24,,,32.3,1.41,,,0.24,,0.1,,,
6877a6b660d6c84e9bd5cd72,Chè Thái,"Sweets gruel, Thailand style",Thức ăn truyền thống,Traditional food,82.0,0.72,0.51,18.53,,,23.2,2.08,,,0.24,,0.0,,,
6877a6b660d6c84e9bd5cd73,Cơm rang,Fried rice with egg and pork,Thức ăn truyền thống,Traditional food,198.0,6.0,9.65,21.85,,,25.0,1.62,,,0.7,,1.0,,,
6877a6b660d6c84e9bd5cd74,Gà tần,Stewed chicken with medicinal herbs,Thức ăn truyền thống,Traditional food,131.0,6.7,7.4,9.4,,,57.4,0.69,,,1.1,,1.0,,,
6877a6b660d6c84e9bd5cd75,Miến lươn,"Vermicelli made of cassava, with eels",Thức ăn truyền thống,Traditional food,73.0,2.4,2.6,9.92,,,30.3,2.97,,,0.44,,0.2,,,
6877a6b660d6c84e9bd5cd76,Miến ngan,"Vermicelli made of cassava, with goose meat",Thức ăn truyền thống,Traditional food,65.0,2.0,2.4,8.96,,,22.1,1.26,,,0.32,,0.6,,,
6877a6b660d6c84e9bd5cd77,Mỳ vằn thắn,Wonton soup,Thức ăn truyền thống,Traditional food,81.0,2.6,3.1,10.58,,,29.9,1.94,,,0.37,,0.2,,,
6877a6b660d6c84e9bd5cd78,Mỳ xào,"Instant noodle, fried with vegetable and meat",Thức ăn truyền thống,Traditional food,139.0,5.7,7.0,13.41,,,58.7,3.72,,,0.53,,0.9,,,
6877a6b660d6c84e9bd5cd79,Nem lụi,"Roll pork meat, grilled",Thức ăn truyền thống,Traditional food,183.0,6.7,13.3,9.07,,,91.2,1.81,,,0.77,,0.9,,,
6877a6b660d6c84e9bd5cd7a,Nem rán,"Spring roll, fried",Thức ăn truyền thống,Traditional food,145.0,4.5,7.7,14.42,,,67.6,1.99,,,0.57,,1.3,,,
6877a6b660d6c84e9bd5cd7b,Nộm tai lợn,Pork ear salad,Thức ăn truyền thống,Traditional food,119.0,6.6,6.3,8.85,,,57.1,1.02,,,0.57,,1.3,,,
6877a6b660d6c84e9bd5cd7c,Phở bò chín,"Rice noodle with beef, cooked",Thức ăn truyền thống,Traditional food,73.0,5.2,0.9,11.1,,,98.8,0.92,,,1.28,,0.3,,,
6877a6b660d6c84e9bd5cd7d,Phở bò tái,"Rice noodle with beef, rare",Thức ăn truyền thống,Traditional food,67.0,4.3,0.3,11.8,,,81.5,0.56,,,0.64,,0.2,,,
6877a6b660d6c84e9bd5cd7e,Phở gà,Rice noodle with chicken,Thức ăn truyền thống,Traditional food,73.0,3.8,1.0,12.3,,,95.7,0.65,,,0.38,,0.6,,,
6877a6b660d6c84e9bd5cd7f,Thịt xiên nướng,"Pork meat, grilled",Thức ăn truyền thống,Traditional food,322.0,26.5,23.8,0.54,,,140.3,7.88,,,2.66,,0.5,,,
6877a6b660d6c84e9bd5cd80,Xôi đỗ xanh,"Sticky rice with mungbean, cooked",Thức ăn truyền thống,Traditional food,230.0,5.5,0.4,51.0,,,54.3,0.51,,,0.98,,1.3,,,
6877a6b660d6c84e9bd5cd81,Xôi gấc,"Sticky rice with Gac fruit, cooked",Thức ăn truyền thống,Traditional food,231.0,3.1,0.8,52.9,,,23.6,0.28,,,1.18,,0.1,,,
6877a6b660d6c84e9bd5cd82,Xôi lạc,"Sticky rice with peanut, cooked",Thức ăn truyền thống,Traditional food,246.0,4.2,4.3,47.5,,,33.3,0.32,,,1.04,,1.1,,,
6877a6b660d6c84e9bd5cd83,Xôi ngô,"Sticky rice with corn, cooked",Thức ăn truyền thống,Traditional food,198.0,4.4,4.0,36.0,,,31.2,0.21,,,1.2,,1.2,,,
6877a6b660d6c84e9bd5cd84,Xôi xéo,"Sticky rice with mungbean paste, cooked",Thức ăn truyền thống,Traditional food,254.0,4.3,3.7,50.9,,,27.5,0.4,,,0.88,,0.4,,,
6877a6b660d6c84e9bd5cd85,Muối vừng,,Thức ăn truyền thống,Traditional food,,18.11,32.65,13.77,,,534.56,4.59,326.77,13785.2,2.79,,2.05,,,
6877a6b660d6c84e9bd5cd86,Cháo dinh dưỡng thịt bò,,Thức ăn truyền thống,Traditional food,47.0,1.84,1.5,6.63,,,13.71,,,,,,,,,
6877a6b660d6c84e9bd5cd87,Cháo dinh dưỡng tôm,,Thức ăn truyền thống,Traditional food,47.0,1.84,1.5,6.63,,,13.71,,,,,,,,,
6877a6b660d6c84e9bd5cd88,Bánh dày,,Thức ăn truyền thống,Traditional food,156.0,3.3,3.1,28.71,,,12.2,0.78,,,0.32,,0.38,,,
